130.5,-21.787,4,131
130.56,-21.478,4,130
130.62,-21.168,4,129
130.68,-20.856,4,128
130.74,-20.543,4,127
130.79,-20.229,4,126
130.85,-19.913,4,125
130.91,-19.596,4,124
130.96,-19.278,4,123
131.02,-18.959,4,122
131.07,-18.639,4,121
131.12,-18.317,4,120
131.18,-17.994,4,119
131.23,-17.67,4,118
131.28,-17.345,4,117
131.33,-17.018,4,116
131.38,-16.691,4,115
131.43,-16.362,4,114
131.48,-16.032,4,113
131.52,-15.701,4,112
131.57,-15.369,4,111
131.61,-15.036,4,110
131.66,-14.702,4,109
131.7,-14.367,4,108
131.74,-14.031,4,107
131.78,-13.694,4,106
131.82,-13.356,4,105
131.86,-13.017,4,104
131.9,-12.677,4,103
131.94,-12.336,4,102
131.98,-11.994,4,101
132.01,-11.651,4,100
132.05,-11.308,4,99
132.08,-10.964,4,98
132.11,-10.619,4,97
132.14,-10.273,4,96
132.18,-9.926,4,95
132.2,-9.5786,4,94
132.23,-9.2306,4,93
132.26,-8.8818,4,92
132.29,-8.5323,4,91
132.31,-8.1822,4,90
132.34,-7.8315,4,89
132.36,-7.4802,4,88
132.38,-7.1284,4,87
132.41,-6.776,4,86
132.43,-6.4231,4,85
132.44,-6.0697,4,84
132.46,-5.7158,4,83
132.48,-5.3615,4,82
132.5,-5.0068,4,81
132.51,-4.6516,4,80
132.53,-4.2962,4,79
132.54,-3.9404,4,78
132.55,-3.5843,4,77
132.56,-3.2279,4,76
132.57,-2.8713,4,75
132.58,-2.5144,4,74
132.59,-2.1574,4,73
132.59,-1.8002,4,72
132.6,-1.4428,4,71
132.6,-1.0853,4,70
132.6,-0.72779,4,69
132.6,-0.37018,4,68
132.61,-0.012548,4,67
132.6,0.34509,4,66
132.6,0.7027,4,65
132.6,1.0603,4,64
132.6,1.4177,4,63
132.59,1.7751,4,62
132.59,2.1323,4,61
132.58,2.4894,4,60
132.57,2.8462,4,59
132.56,3.2029,4,58
132.55,3.5593,4,57
132.54,3.9154,4,56
132.53,4.2712,4,55
132.51,4.6267,4,54
132.5,4.9819,4,53
132.48,5.3366,4,52
132.46,5.6909,4,51
132.45,6.0448,4,50
132.43,6.3983,4,49
132.41,6.7512,4,48
132.39,7.1037,4,47
132.36,7.4556,4,46
132.34,7.8069,4,45
132.32,8.1577,4,44
132.29,8.5078,4,43
132.26,8.8573,4,42
132.24,9.2061,4,41
132.21,9.5542,4,40
132.18,9.9017,4,39
132.15,10.248,4,38
132.11,10.594,4,37
132.08,10.939,4,36
132.05,11.284,4,35
132.01,11.627,4,34
131.98,11.97,4,33
131.94,12.312,4,32
131.9,12.653,4,31
131.87,12.993,4,30
131.83,13.332,4,29
131.79,13.67,4,28
131.74,14.007,4,27
131.7,14.343,4,26
131.66,14.679,4,25
131.62,15.013,4,24
131.57,15.346,4,23
131.53,15.678,4,22
131.48,16.009,4,21
131.43,16.339,4,20
131.38,16.668,4,19
131.33,16.995,4,18
131.28,17.322,4,17
131.23,17.647,4,16
131.18,17.971,4,15
131.13,18.294,4,14
131.08,18.616,4,13
131.02,18.937,4,12
130.97,19.256,4,11
130.91,19.574,4,10
130.85,19.891,4,9
130.8,20.207,4,8
130.74,20.521,4,7
130.68,20.834,4,6
130.62,21.146,4,5
130.56,21.456,4,4
130.08,-21.653,5,131
130.14,-21.345,5,130
130.2,-21.036,5,129
130.26,-20.726,5,128
130.32,-20.415,5,127
130.37,-20.102,5,126
130.43,-19.789,5,125
130.48,-19.473,5,124
130.54,-19.157,5,123
130.59,-18.839,5,122
130.65,-18.521,5,121
130.7,-18.201,5,120
130.75,-17.88,5,119
130.8,-17.557,5,118
130.85,-17.234,5,117
130.9,-16.909,5,116
130.95,-16.584,5,115
131.,-16.257,5,114
131.04,-15.929,5,113
131.09,-15.6,5,112
131.13,-15.27,5,111
131.18,-14.939,5,110
131.22,-14.607,5,109
131.26,-14.273,5,108
131.31,-13.939,5,107
131.35,-13.604,5,106
131.39,-13.268,5,105
131.43,-12.931,5,104
131.46,-12.593,5,103
131.5,-12.255,5,102
131.54,-11.915,5,101
131.57,-11.574,5,100
131.61,-11.233,5,99
131.64,-10.891,5,98
131.67,-10.548,5,97
131.7,-10.204,5,96
131.73,-9.8599,5,95
131.76,-9.5148,5,94
131.79,-9.1689,5,93
131.82,-8.8224,5,92
131.84,-8.4752,5,91
131.87,-8.1274,5,90
131.89,-7.779,5,89
131.92,-7.43,5,88
131.94,-7.0804,5,87
131.96,-6.7304,5,86
131.98,-6.3798,5,85
132.,-6.0287,5,84
132.02,-5.6772,5,83
132.03,-5.3253,5,82
132.05,-4.9729,5,81
132.06,-4.6202,5,80
132.08,-4.2671,5,79
132.09,-3.9137,5,78
132.1,-3.56,5,77
132.11,-3.206,5,76
132.12,-2.8518,5,75
132.13,-2.4974,5,74
132.14,-2.1427,5,73
132.14,-1.7879,5,72
132.15,-1.433,5,71
132.15,-1.078,5,70
132.15,-0.72285,5,69
132.16,-0.36767,5,68
132.16,-0.012463,5,67
132.16,0.34275,5,66
132.15,0.69793,5,65
132.15,1.0531,5,64
132.15,1.4081,5,63
132.14,1.763,5,62
132.14,2.1178,5,61
132.13,2.4725,5,60
132.12,2.8269,5,59
132.11,3.1812,5,58
132.1,3.5352,5,57
132.09,3.8889,5,56
132.08,4.2423,5,55
132.07,4.5954,5,54
132.05,4.9482,5,53
