#additional runs to fill in some gaps
277515,V-foil_AI__T=300_K__Ei=3.2698048_meV,,2018-06-26T00:37:16.693287666,2018-06-26T01:16:00.696320666,833.416010172,833.416010172,3.2698048,76.942214766183255,42897.651059099997,45297.651059099997,300.157437151,300.083,300.257,0.0353682576297,300.157437151,300.083,300.257,0.0353682576297,-65.0,-65.0,-65.0,0.0,0.0,0.0,0.0,0.0,178.003969984,178.003969984,178.003969984,0.0,
277516,V-foil_AI__T=300_K__Ei=0.54_meV,,2018-06-26T01:16:43.362431666,2018-06-26T01:55:28.165455666,833.51227825,833.51227825,0.54,164.65860886816594,125535.375141,128935.375141,300.105994855,300.039,300.172,0.0236122693232,300.105994855,300.039,300.172,0.0236122693232,-65.0,-65.0,-65.0,0.0,0.0,0.0,0.0,0.0,178.003969984,178.003969984,178.003969984,0.0,
277517,V-foil_AI__T=300_K__Ei=4.5_meV,,2018-06-26T01:56:06.781618666,2018-06-26T02:35:31.267458666,833.372458617,833.372458617,4.5,67.016230150255993,35131.547024400003,38531.547024400003,300.113033548,300.064,300.178,0.019786295658,300.113033548,300.064,300.178,0.019786295658,-65.0,-65.0,-65.0,0.0,0.0,0.0,0.0,0.0,178.003969984,178.003969984,178.003969984,0.0,
277518,V-foil_AI__T=300_K__Ei=6.0_meV,,2018-06-26T02:36:11.250270666,2018-06-26T03:15:02.486543666,833.342649078,833.342649078,6.0,58.399983807406471,29833.333333300001,33233.333333299997,300.137150602,300.078,300.187,0.0167461842473,300.137150602,300.078,300.187,0.0167461842473,-65.0,-65.0,-65.0,0.0,0.0,0.0,0.0,0.0,178.003969984,178.003969984,178.003969984,0.0,
277519,V-foil_AI__T=300_K__Ei=7.9_meV,,2018-06-26T03:15:41.219371666,2018-06-26T03:54:39.155558666,833.476278314,833.476278314,7.9,50.083283408514305,25546.090558799999,28946.090558799999,300.092114352,300.028,300.164,0.0207423876606,300.092114352,300.028,300.164,0.0207423876606,-65.0,-65.0,-65.0,0.0,0.0,0.0,0.0,0.0,178.003969984,178.003969984,178.003969984,0.0,
277526,V-foil_AI__T=300_K__Ei=10_meV,,2018-06-26T08:19:23.731796666,2018-06-26T08:58:38.484429666,833.351265044,833.351265044,10.0,42.639579614021144,22266.698743699999,25666.698743699999,300.161475814,300.098,300.217,0.0233426472896,300.161475814,300.098,300.217,0.0233426472896,-65.0,-65.0,-65.0,0.0,0.0,0.0,0.0,0.0,178.003969984,178.003969984,178.003969984,0.0,
277529,V-foil_AI__T=300_K__Ei=11_meV,,2018-06-26T11:01:31.371639666,2018-06-26T11:40:38.541038666,833.388197467,833.388197467,11.0,39.495432019271192,21046.641465699999,24446.641465699999,300.152307333,300.099,300.211,0.0163206109661,300.152307333,300.099,300.211,0.0163206109661,-65.0,-65.0,-65.0,0.0,0.0,0.0,0.0,0.0,178.003969984,178.003969984,178.003969984,0.0,
#additional run energies 11, 10, 7.9, 6.0, 4.5, 0.54
[277529, 277526, 277519, 277518, 277517, 277516]

#fill in runs for HR
277520,V-foil_HR__T=300_K__Ei=3.2698048_meV,,2018-06-26T03:59:17.351931666,2018-06-26T04:48:08.380384666,833.402624303,833.402624303,3.2698048,76.942214766183255,42897.651059099997,45297.651059099997,300.096845525,300.04,300.165,0.0242110547508,300.096845525,300.04,300.165,0.0242110547508,-65.0,-65.0,-65.0,0.0,0.0,0.0,0.0,0.0,178.003969984,178.003969984,178.003969984,0.0,
277521,V-foil_HR__T=300_K__Ei=0.54_meV,,2018-06-26T04:48:49.479848666,2018-06-26T05:27:42.682762666,833.386765219,833.386765219,0.54,164.65860886816594,125535.375141,128935.375141,300.111666667,300.048,300.175,0.0228620807495,300.111666667,300.048,300.175,0.0228620807495,-65.0,-65.0,-65.0,0.0,0.0,0.0,0.0,0.0,178.003969984,178.003969984,178.003969984,0.0,
277522,V-foil_HR__T=300_K__Ei=4.5_meV,,2018-06-26T05:28:23.615562666,2018-06-26T06:07:17.401802666,833.442031228,833.442031228,4.5,67.016230150255993,35131.547024400003,38531.547024400003,300.164419176,300.076,300.222,0.0237112439068,300.164419176,300.076,300.222,0.0237112439068,-65.0,-65.0,-65.0,0.0,0.0,0.0,0.0,0.0,178.003969984,178.003969984,178.003969984,0.0,
277523,V-foil_HR__T=300_K__Ei=6.0_meV,,2018-06-26T06:07:57.617944666,2018-06-26T06:46:53.804153666,833.497131958,833.497131958,6.0,58.399983807406471,29833.333333300001,33233.333333299997,300.148902688,300.095,300.2,0.018264095505,300.148902688,300.095,300.2,0.018264095505,-65.0,-65.0,-65.0,0.0,0.0,0.0,0.0,0.0,178.003969984,178.003969984,178.003969984,0.0,
277524,V-foil_HR__T=300_K__Ei=7.9_meV,,2018-06-26T06:47:33.570301666,2018-06-26T07:31:44.335742666,833.492071406,833.492071406,7.9,50.083283408514305,25546.090558799999,28946.090558799999,300.161622067,300.106,300.215,0.018828657516,300.161622067,300.106,300.215,0.018828657516,-65.0,-65.0,-65.0,0.0,0.0,0.0,0.0,0.0,178.003969984,178.003969984,178.003969984,0.0,
277527,V-foil_HR__T=300_K__Ei=10_meV,,2018-06-26T09:02:01.531783666,2018-06-26T10:14:20.358548666,833.409408886,833.409408886,10.0,42.639579614021144,22266.698743699999,25666.698743699999,300.197325081,300.114,300.333,0.0517292550453,300.197325081,300.114,300.333,0.0517292550453,-65.0,-65.0,-65.0,0.0,0.0,0.0,0.0,0.0,178.003969984,178.003969984,178.003969984,0.0,
277530,V-foil_HR__T=300_K__Ei=11_meV,,2018-06-26T11:44:06.254996666,2018-06-26T12:47:17.805564666,345.219137792,345.219137792,11.0,39.495432019271192,21046.641465699999,24446.641465699999,300.173428858,300.05,300.324,0.0705542353872,300.173428858,300.05,300.324,0.0705542353872,-65.0,-65.0,-65.0,0.0,0.0,0.0,0.0,0.0,178.003969984,178.003969984,178.003969984,0.0,
#additional run energies 11, 10, 7.9, 6.0, 4.5, 0.54
[277530, 277527, 277524, 277523, 277522, 277521]


#example of energies list in initial run
