RunNumber, Title, Comment, StartTime, EndTime, Duration, ProtonCharge, EnergyRequest mean,CalculatedT0,TIBmin,TIBmax,SampleTemp mean,SampleTemp minimum,SampleTemp maximum,SampleTemp stddev,sampletemp mean,sampletemp minimum,sampletemp maximum,sampletemp stddev,omega mean,omega minimum,omega maximum,omega stddev,
309200,CrPS4__Ei_=_1.0_meV__T_=_2_K__axis1_=_120,,2019-07-04T11:01:27.097528666,2019-07-04T12:02:58.349205666,1388.9935125,1388.9935125,1.0,260.87545701452694,95621.147427300006,99021.147427300006,2.53455811285,2.5076,2.5586,0.0147336555005,2.53455811285,2.5076,2.5586,0.0147336555005,24.991830488,24.991830488,24.991830488,0.0,
309201,CrPS4__Ei_=_1.0_meV__T_=_2_K__axis1_=_120,,2019-07-04T12:02:58.382538666,2019-07-04T13:03:28.435294666,1388.92537147,1388.92537147,1.0,248.45170178581611,95621.147427300006,99021.147427300006,2.53424154474,2.5097,2.5558,0.0120365307828,2.53424154474,2.5097,2.5558,0.0120365307828,
